text,label,corpus_code
This represents an immediate tax savings of nearly $150 per year and over $200 per year within four years for those who fully benefit from the NRD.,1,62420_200810
"Canada plays a positive role in the world, working cooperatively with governments, North and South, to ensure equity, global security and peace.",1,62110_200810
The federal government faced the very real possibility of soon surrendering control to its creditors.,2,62420_200406
"In addition to the tax reductions and tax credits within the Green Shift, the Liberal Plan will be offering targeted benefits through the 30/50 plan that will help low-income seniors and low-income families.",1,62420_200810
Accountable and enforced.,1,62320_200601
"Gradually increase our Regular Force strength to at least 80,000, along with simultaneous increases in reserve personnel levels.",2,62623_200406
"- Substantially improved the Canada Student Loans Program, expanding eligible expenses and reducing the parental contribution expected from middle-income families.",1,62420_200406
We are in the midst of a major rebalancing of global power with nations like China and India rising as economic and military forces.,2,62420_200601
and develop alternatives to the US market.,2,62320_200810
The rising cost of postsecondary education puts a heavy load on Canadian students and their families.,1,62623_200601
and an international peacekeeping presence.,1,62320_200810
That is why building up Canada’s human skills is so important.,1,62420_200406
The Green Party recognizes that seniors have a wealth of experience and have contributed immeasurably to the development of the nation we currently celebrate.,2,62110_200810
"This will increase support for the Canadian Olympic Agency and amateur athletes, as well as activities for school age children like the Awards of Excellence programs.",1,62623_200406
The right to reuse seed will be a fundamental principle of Canada’s international aid development.,1,62320_200601
And the Liberal plan for health care will be as great a benefit to Aboriginal people as to all Canadians.,1,62420_200406
We experience increasingly unpredictable and extreme weather.,0,62320_200406
Protect the copyright for artists such that they are not surrendered to museums and galleries in the process of permitting exhibits.,0,62110_200810
"A Canada where – thanks to adaptation, technology and supports – all Canadians can live full lives with adequate opportunity, income, and economic security.",0,62420_200601
"Parallel to this, the government commissioned academic research in select fields.",1,62420_200601
"Jack Layton and Canada’s NDP say it’s time to recognize that Canada’s rural communities, towns and cities are all key to meeting these challenges, helping our businesses prosper and improving the quality of life of our citizens.",2,62320_200406
We will start now.,0,62420_200406
We would add protections to ensure that access to loans is not denied because of the size of a business.,1,62320_200601
And our government will continue to improve as a model employer.,1,62420_200601
"Women currently own more than 800, 000 businesses in Canada, and now account for more business start-ups than men.",1,62420_200601
"Working to re-establish Canadian legislators’ primacy to enact national and provincial policies, which has been eroded in recent years by trade deals like NAFTA and the WTO.",0,62320_200406
"First, the federal government will work collaboratively with provinces and territories, the medical profession and patient groups to define reasonable and medically appropriate waiting times, and to identify the places where they are unacceptably long.",1,62420_200406
A Liberal government will do more to stimulate assisted housing by providing a further $1 to $1.5 billion over the next five years to:,1,62420_200406
A Conservative government led by Stephen Harper will require that all candidates in a general election or by-election have the democratic approval of their local Electoral District Association.,1,62623_200406
All subsidies and supports to the nuclear industry will be withdrawn.,2,62110_200810
"Currently four US states do this, including Illinois and California, where citizen utility boards and their monitoring have saved consumers millions.",1,62320_200406
Attempts to bring provincial programs to a high standard have been made before.,0,62420_200406
The influence of gangs is growing.,2,62320_200810
* Introduce more effective antitrust laws in concentrated industry sectors.,1,62110_200810
"Doing so will be good for our economy and the environment: not only will we reduce our greenhouse gas emissions and other sources of pollution,",0,62420_200810
The quick fixes have all been tried.,2,62420_200406
"A Liberal government will work with the disability community and with provinces and territories, municipalities, business and voluntary organizations to eliminate stigma and to promote an understanding of disability.",0,62420_200601
"If the annual reserve is not needed, it will go to reduce debt and future interest payments, thus freeing up new resources to finance the priorities of Canadians.",2,62420_200406
"Working towards applying pay equity law to all employers in the federal sector regardless of size and to all employees regardless of employment status (full-time, part-time, temporary, casual, contract).",0,62320_200406
"Since the concept of “retirement” may have a very different meaning in the future than in the past, seniors want greater flexibility to choose how they spend their time and how they arrange their finances.",0,62420_200601
•A belief that a responsible government must be fiscally prudent and should be limited to those responsibilities which cannot be discharged reasonably by the individual or others;,0,62623_200406
"Significantly increase resources and support for immigration processes to reduce the huge and unacceptable backlogs that currently exist in processing applications,",0,62320_200810
We will reverse the Conservative and Liberal governments’ refusal to sign the Declaration.,1,62320_200810
"Spending on programs – even if campaign initiatives after January 7th used substantially all of the available “room” in the bottom line of Table 1 – will be flat as a percentage of GDP, at about 12. 3%.",0,62420_200601
The Government of Canada has led numerous legal challenges on behalf of our softwood industry for years.,2,62420_200601
A Liberal government will provide $1.3 billion over the next five years to enhance these programs.,0,62420_200601
"In a post-September 11 world, Canada can no longer shirk its international responsibilities, including its responsibility to contribute to our own defence and the defence of our NATO allies.",2,62623_200406
"The National Ecosystem Initiative will restore the areas contaminated by past actions – such as industrial toxins in the water and sediment, lost habitat, contaminated fish and wildlife –",0,62420_200601
Accelerated Capital Cost Allowance for green technologies:,0,62420_200810
Plan for transition to 100% organic farming.,0,62110_200810
"Committing the federal government to long-term consistent funding of shared cost programs with the provinces, territories and local governments,so that the federal government’s funding partners do not face the threat of arbitrary and abrupt changes in federal policy.",0,62320_200601
"Since wind energy generates power 30% of the time, solar 20% of the time, and other renewables 30 – 50% of the time, the planned capacities from renewables need to be larger than capacities from firm power generation.",0,62110_200810
"Restore the court challenges program, eliminated by the Harper government, which funded equality seeking groups to go to court to protect their rights and establish fair jurisprudence.",2,62320_200810
"Foreign takeovers of Canadian companies will be subject to stringent tests respecting job protection and creation, head office location, and the promotion of research and development in Canada.",1,62320_200810
They reflect the sound approach to public finances that has been the hallmark of Paul Martin in his twelve years in government – as Finance Minister and Prime Minister.,2,62420_200601
"We work to ensure the education, health protection and economic autonomy of women and girls around the world to reverse the dangerous trend of increasing human numbers.",0,62110_200810
"Canada is larger and more prosperous today than it was half a century ago, yet we are playing a smaller role than ever on the world stage.",2,62623_200406
In an increasingly dangerous world this “Canada First” vision is required to defend our vast territory and three ocean areas.,2,62623_200601
"On unity, the Liberal Party has made things worse – much worse.",2,62320_200601
"Regrettably, the budget that followed failed to reflect the willingness of Canadians to meet our long-promised overseas development assistance, putting Canada even further behind the target of 0.7% of GDP than we were at the time of the disaster.",1,62320_200601
"Paul Martin and the Liberals have: Failed to keep their promise of allowing immigration to rise to one per cent of the population and, as finance minister, enacted massive fee increases for immigrant families.",2,62320_200406
"to protect local culture and sustainable practices,",0,62110_200810
The Conservative Party believes there must be a better way than merely replacing suspect corporate and union donations with forced taxpayer subsidies.,0,62623_200406
Floor crossing: Democratic accountability should mean no MP can ignore his/her voters.,1,62320_200810
"Or, do we do nothing and get hit with overnight change that will have drastic effects?",0,62320_200406
"Working with forest communities, workers and businesses to develop value-added wood product industries to create jobs",0,62320_200406
"Expand recruiting and training,",2,62623_200601
Restore funds cut by Liberal governments throughout the 1990s for shelters and transition houses for women who are victims of domestic violence.,1,62320_200810
"1. Train substantially more health care professionals – including more doctors, nurses, nurse practitioners and midwives – to ease staffing shortages and cut wait times.",0,62320_200810
Report to Canadians on how provinces are planning to ensure that all Canadians have access to catastrophic drug coverage by 2005/06.,0,62623_200406
* Make a strategic investment through Health Canada of $500 million over five years to aggressively address inactivity and obesity.,1,62110_200810
Our plan is costed.,2,62623_200406
Making peacekeeping and peacemaking operations under UN auspices the priority for Canadian Armed Forces operations overseas and working with similar nations to co-operate in organizations that take a holistic approach to security issues.,1,62320_200406
The implications of our ageing population are nowhere more evident than in the area of unpaid caregiving.,0,62420_200601
- Allow the tax-exempt transfer of a fishing enterprise from one generation to another.,1,62420_200601
and children’s future at risk.,1,62110_200810
Recent history also demonstrates that policies must be consistently applied.,0,62110_200810
"Increasing the federal minimum wage by raising it annually, tied to the rate of economic growth.",1,62320_200406
Canada’s support for seniors is one of the major success stories of government policy in the postwar era.,0,62420_200601
"Overall, the income gap between the richest Canadians and the poorest is getting worse.",0,62320_200406
They’re being gouged at the pumps by oil companies.,1,62320_200601
"Ensuring Canada plays a leading role with like-minded nations in working for peace and justice in the Middle East within a framework of respect for UN resolutions and international law, including the right of both Israelis and Palestinians to live in peaceful co-existence in viable, independent states, negotiated, agreed-upon borders, no settlements remaining in the Palestinian state, an end to the Israeli occupation of Palestinian land, an end to all killings of innocent civilians, and an international peacekeeping presence.",1,62320_200406
working together with western medicine to provide quality care.,1,62320_200601
and a new Internal Audit Policy for the Government of Canada.,0,62420_200601
"Commitment to transformation – With the historic increase in defence funding in the last budget, the Defence Policy Statement as part of our international policy review, and the appointment of new military leadership with extensive mission experience abroad, the Martin government has set in motion the most significant transformation of the Canadian Forces since the Second World War.",2,62420_200601
"Child care programs exist in provinces across the country, but they are very uneven.",0,62420_200406
A re-elected Conservative Government led by Stephen Harper will introduce new laws to target biker gangs and other organized criminal groups.,2,62623_200810
Serving notice that agreements permitting US soldiers to enter Canada automatically in times of emergency are cancelled and changed to requiring the express permission of Parliament.,0,62320_200406
The permafrost from Siberia to the Mackenzie Valley is melting.,0,62110_200810
But in this case the province’s program would have fewer spaces or would develop more slowly than would be the case if the province contributed new funds.,0,62420_200406
"Renewable fuels standard – Introduce in cooperation with provinces and territories, a National Renewable Fuels Standard requiring, within five years, an average 5% renewable fuels content (e. g. , biofuels like ethanol) in all gasoline and diesel fuel sold in Canada.",0,62420_200601
They are not pursued in that order.,1,62110_200810
"Paul Martin has: Made participation in Star Wars missile defence a priority and voted for the draconian security law that triggered a raid on a journalist’s home and office despite warnings from the NDP, unions, the media and civil rights organizations of the law’s inevitable consequences.",2,62320_200406
"c) Habitats specifically threatened by global-warming; and,",0,62110_200810
A Conservative government led by Stephen Harper will commit one percent of federal health funding to the funding of physical activity.,1,62623_200406
– appointing a Special Counsel to recover any misappropriated funds; and –repaying all the funds identified by Judge Gomery that went inappropriately to the Quebec wing of the Liberal Party.,0,62420_200601
The spent fuel has over 200 cancer causing elements.,0,62110_200810
– but with tough laws that force polluters to clean up the mess they’ve made.,0,62320_200810
"Canadians want to take action to avoid the worst effects of climate change,",0,62420_200810
"With more and better jobs, rising incomes and lower interest rates, Canadians have been able to invest in their families, skills, homes and businesses.",0,62420_200601
while protecting the seat counts of other provinces.,0,62623_200810
"But first, we must recognize the scope of the challenges that we face.",2,62420_200810
Supporting safe helicopters for the Canadian Armed Forces.,2,62320_200406
We will augment this with one-time additional support of $300 million to be made available for regional centres of specialized care in university teaching hospitals.,1,62420_200601
"To accomplish that goal, we need to change the way we do things because the world has changed.",2,62420_200406
"A major study last year showed that in Canada, average drug approval time was 704 days compared to 393 days in the United States.",0,62623_200406
in return for an equally binding commitment to better access and lower tuition fees – standards that will be monitored and enforced.,1,62320_200601
"The truth is there are no requirements on corporations to earn these tax cuts by investing in the drivers of productivity gains: jobs, training for workers, child care, technology, infrastructure, or any of the myriad factors that fuel growth.",2,62320_200601
"Green Party MPs will: Increase our commitment of resources, especially funds for peacekeeping and adequate training and provisioning of troops, to the United Nations.",1,62110_200810
"Establishing a Royal Commission to examine bold means to protect medicare’s sustainability through reduced drug prices,",1,62320_200406
We are establishing tough regulations on greenhouse gases and air pollution.,0,62623_200810
The 2004 tsunami disaster exposed a glaring gap between the Liberal government’s response to international disasters and that of individual Canadians.,1,62320_200601
Canadians like to forget that white South Africa based apartheid on the Canadian aboriginal policy.,2,62110_200810
a right to timely care of high quality;,1,62420_200601
"while meeting immediate social and environmental needs,",1,62110_200810
"Allow people without status who already call Canada home the opportunity to apply for legal status,in the context of humanitarian and compassionate relaxation of the rules.",1,62320_200601
"and that there must be significant UN reform to make the organization more effective, especially within the UN Security Council.",1,62110_200810
Develop a comprehensive land claims policy that genuinely respects Aboriginal title.,0,62320_200810
Long-term care is sadly neglected in many parts of Canada.,1,62320_200601
"The youth criminal justice system must provide for effective punishment for adolescents who commit serious crimes, instill a sense of responsibility in young offenders for their behaviour,",2,62623_200406
"A food system approach can combine farmers’ and ranchers’ desire for economic support and environmental sustainability with consumers’ desire for safe, ecologically sensitive products.",0,62320_200406
"Make all votes in Parliament, except the budget and main estimates, “free votes” for ordinary Members of Parliament.",1,62623_200601
"While Europe has considerably reduced its water consumption, Canadians continue to put a heavy strain on water infrastructures and drain our valuable freshwater reserves.",0,62110_200810
Speed up delivery of the $755 million in emergency aid the government promised grain and oilseed farmers in November.,0,62623_200601
"Support results-oriented, community-based initiatives for addictions treatment, training, and rehabilitation of those in trouble with the law.",1,62623_200601
"By taxing pollution and making polluters pay, businesses will not only be encouraged to reduce the amount of greenhouse gases they emit into the atmosphere,",0,62420_200810
The Green Party believes reducing child poverty starts with a stronger commitment to guaranteeing that every family has the ability to provide for their children.,0,62110_200810
"Expand tax credits for those taking care of elderly, sick, or disabled relatives.",0,62623_200406
And it talked about an accountability framework to ensure timely reporting on health care performance.,1,62623_200406
"Paul Martin himself has complained about the “democratic deficit,” yet since becoming Prime Minister, he has done almost nothing to give more real power to Members of Parliament.",2,62623_200406
supports for a stay-at-home parent;,0,62420_200601
and toughen penalties for auto theft;,2,62420_200601
Canadians want to build security for the family and create opportunities for young people in their community.,0,62320_200406
Jack Layton and the NDP will work in the next Parliament to put the Canadian government back in the crucial business of job and skills training by:,0,62320_200601
"– Work to close the gap between Aboriginal and non-Aboriginal Canadians in key areas such as infant mortality, youth suicide, childhood obesity and diabetes.",0,62420_200601
"and stronger, better-equipped armed forces.",2,62623_200406
"The Prime Minister has already held two bilateral meetings with the U.S. President and, in preparation, consulted with provincial Premiers to ensure a truly national perspective on the Canada-U.S. agenda.",0,62420_200406
"We must encourage economic development in all regions of the country and create job opportunities for all Canadians, regardless of where they live.",0,62623_200601
The RLSP will allow Canadians to withdraw their savings tax-free to pay for higher education.,1,62623_200406
Health promotion is about more than health care or health education.,1,62110_200810
A wake-up call to focus on the broader culture of rewarding the well-connected friends that permeates today’s Liberal Party.,0,62320_200601
"As Finance Minister, Paul Martin was chairman of the G-20 group of finance ministers who began to meet in the wake of the Asian financial crisis of the 1990s.",1,62420_200406
"Invested $5.2 billion over six years in the national Agricultural Policy Framework which works on issues in food safety and quality, environment, science and innovation, renewal, and risk management (Budget 2000).",1,62420_200406
"Introduced the Canada Child Tax Benefit in 1997, a major initiative to help children in poverty.",0,62420_200406
New Democrats celebrate the fact that NDP governments in Manitoba and Saskatchewan signed agreements to ensure the non-profit delivery of child care.,1,62320_200601
Canadians wait longer for access to critical surgery and specialist services.,1,62623_200601
"It is a plan to enhance not just Canada’s standard of living, but more fundamentally, Canada’s quality of life.",1,62420_200601
We have moved to establish protected marine areas on all three coasts.,0,62420_200601
Set federal elections on a fixed date every four years and examine other democratic reforms.,1,62623_200406
"Roads, highways and border crossings.",0,62320_200810
"Longer review times mean that Canadians wait longer for the benefits of new and improved drugs,",0,62623_200406
The Commercialization Centers promise to become focal points for clusters of activity in many dynamic areas of technology.,0,62420_200406
"As housing prices increased, even people working for minimum wage are increasingly unable to afford rental housing.",1,62110_200810
"Develop a federal Health Impact Assessment Board to incorporate health impact assessment as part of all federal government policy reviews, similar to the current Environmental Assessment Board",1,62110_200810
– Ensuring that Canadian television networks remain Canadian owned.,1,62320_200601
"A Green government will negotiate with the provinces and other players such that every business, NGO, institution, city, province or territory that receives funding of any kind from the federal government will need to establish benchmarks and policies to reduce its emissions in accordance with Canada’s goals.",0,62110_200810
"Develop a national Road Congestion Index to track progress in reducing road congestion,",0,62623_200601
"The Commissioner will receive and investigate complaints about government actions or omissions, negotiate their resolution, and report to Parliament when recommendations are not accepted and implemented.",1,62320_200601
A re-elected Conservative Government will also support capital investment by abolishing tariffs on a wide range of imported machinery and equipment.,2,62623_200810
"Launching a full review of Canadian national defence to determine what armed forces for Canada in the 21st century should be and what resources are needed, balancing our traditional peacekeeping and peacemaking focus with the need to have a truly independent foreign policy.",0,62320_200406
Free software gives users the ability to work together enhancing and refining the programs they use.,1,62110_200810
"increasing joint federal-municipal light rail investments,",0,62110_200810
Fair enough.,0,62110_200810
"Canada and the world community face an environmentally linked, energy challenge of historic proportions over the next few decades.",0,62110_200810
A New Deal for Canada’s cities and communities means that a Liberal government will: Recognize municipal governments as partners in implementing Canada’s national agenda.,0,62420_200406
Never again.,0,62110_200810
"Since 1995, over 275 hospitals across the country have been closed, merged, or converted to another type of care facility.",1,62320_200601
and establish firm targets for on-time completion of family class and spousal sponsorships.,1,62320_200810
"The review will examine a range of potential measures such as grants, loans, and ways to improve debt management, including reduced interest rates.",0,62420_200601
"Despite our gains over the past two and a half years, Canada is at risk of going back.",2,62623_200810
"Therefore, the Martin government made significant investments through Sport Canada in the Own the Podium 2010 strategy and in national and international events.",0,62420_200601
Our shift in attitude will mean true nation-to-nation dialogue and negotiations.,0,62110_200810
This is nearly as much as our forestry and agricultural industries combined.,0,62110_200810
"Green Party MPs will: Restore adequate financial support to the hiring and training of a continuing foreign service and embassies, consular services and High Commissions around the world.",1,62110_200810
"* Increase the Gas Tax Transfer to municipalities to 5 cents/litre to be used in funding the above sustainable transportation initiatives such as public transit, cycling and pedestrian infrastructure and rural roads.",0,62110_200810
Robert Frost wrote that good fences make good neighbours.,1,62110_200810
"It will set standards for distances live animals can be transported, conditions of animals in slaughterhouses, auctions, entertainment, and it will prohibit trade in exotic animals.",0,62110_200810
"Apply “carbon conditionality clauses” to all federal funding to provinces, cities and institutions, requiring evidence of carbon reduction as a condition of payment.",0,62110_200810
Recognize the realities of seasonal employment by basing EI benefits on the best 12 weeks of employment earnings.,1,62320_200810
Current rules prevent them from applying while they are here.,0,62420_200601
All food products containing GE organism or their products must be labeled.,1,62110_200810
"* Work with provincial and territorial governments to ensure workplace accommodations, medical accessibility and treatments, access to buildings and other public areas, social support systems and adequate monetary assistance for people with environmental sensitivities.",1,62110_200810
* Reduce income taxes through revenue neutral tax shifting made possible through the carbon tax.,0,62110_200810
Improve recognition of foreign credentials and prior work experience for immigrants.,1,62623_200406
The Green Party accepts the principle advocated by the Canadian Diabetes Association that no Canadian should spend more than 3% of their total after tax earnings on necessary prescribed medications and other treatments.,1,62110_200810
Support the international initiative through the United Nations for a moratorium on high seas drag nets.,1,62320_200810
"Green Party MPs will: Increase federal funding for pedestrian, cycle and car-sharing infrastructure in towns and cities.",0,62110_200810
We want to act.,2,62320_200406
"Improving food safety through better identification, increased testing and more public inspection to make Canadian-produced food the most trusted in the world.",1,62320_200406
"Qualified “Made in Canada” labels will be used for consumer products that are processed in Canada, but contain imported content, such as “Made in Canada from imported contents.”",1,62623_200810
Reduce premiums to eliminate the annual surplus in the Employment Insurance account.,1,62623_200406
Shift from a Department of Defence to a Department of Peace.,1,62110_200810
"During that period, Canada’s debt was reduced by almost $60 billion and our debt-to-GDP ratio was reduced to 42 per cent, a reasonably low level (the US is at 35 per cent and rising).",2,62320_200406
"We are determined to maintain this leadership and, if re-elected, a Liberal government will increase support in the following ways.",1,62420_200601
Prudent fiscal management by the Liberal government has reduced the size of the federal debt by $52 billion over the last six years.,2,62420_200406
and that they are given the freedom to choose whether to sell grain on the open market or through the Canadian Wheat Board.,0,62623_200810
"We will ensure that a competitive peer review process, with enhanced transparency and accountability, determines who receives grants through these councils, not political or regional considerations.",1,62623_200406
"In Quebec, the number of patients awaiting cataract surgery has been significantly reduced by redistributing the surgeries to a much smaller number of more specialized facilities.",1,62420_200601
The situation for children under five is worse.,1,62110_200810
Canada’s high rate of child poverty is shocking for a country ranked among the wealthiest in the world.,0,62320_200601
Carbon conditionality.,0,62110_200810
Improve Canada’s freedom-of-information legislation by:,1,62320_200601
"During the past months, Canadians have witnessed the spectacle of almost-daily revelations of the abuse of public trust by the Liberal Party.",0,62320_200601
"but under successive Conservative and Liberal governments it keeps getting worse – the rich are getting richer, the poor are getting poorer and working families are getting squeezed.",2,62320_200810
"To build the country we want, we need to respect who we are.",2,62320_200406
Ensure motorists can choose their own mechanic.,2,62320_200810
"Canada’s medical waiting lists are among the longest in the OECD, despite spending the second most per capita in the OECD on health care.",1,62623_200406
And it is among the planet’s first victims of climate change.,0,62110_200810
"and sharply increased surveillance and on-board inspection of foreign fleets – which, combined with stock recovery initiatives and sustained diplomatic and legal efforts, will eventually reverse the environmental damage that has been wrought.",0,62420_200601
"Ensuring all municipalities, not just cities, receive a full refund for the GST they pay as well as a portion of the federal gasoline tax targeted for green transportation infrastructure.",0,62320_200406
"prohibiting flavour and additives that would appeal to children,",0,62623_200810
"Taking into consideration Full Cost Accounting, the Green Party of Canada is able to substantiate that investment in the arts rapidly pays for itself many times over.",0,62110_200810
Establish an industry innovation fund to help businesses reduce their energy use.,0,62320_200810
Eighty per cent of this vast region’s forests are at risk.,0,62110_200810
Canadians deserve a Minister devoted to protecting their interests.,2,62320_200810
"These recommendations will yield significant improvements to our regulatory regimes for Northern natural resource projects, including process simplification, increased transparency, greater consistency and reduced administrative costs.",0,62623_200810
– Work with the private sector to develop apprenticeship programs that will help Aboriginal Canadians compete for high-paying jobs and help to fill the severe labour shortages that threaten to hamstring many resource development projects over the next 15 to 20 years.,0,62420_200601
Countries must live up to their agreements.,0,62420_200601
* Encourage a greater role for fishermen and aboriginal peoples in managing fisheries through co-management provisions in the Oceans Act.,0,62110_200810
Restore arts funding arbitrarily cut by the Harper Conservatives.,0,62320_200810
Oppose the development or use of space-based weapons on Canadian soil or in Canadian waters.,1,62110_200810
"A re-elected Conservative Government led by Stephen Harper will continue to pursue trade agreements, such as those successfully reached with the European Free Trade Association, Colombia, Peru and Jordan.",2,62623_200810
New labelling requirements to inform consumers of the region of origin of food products and ingredients – so they know how far food has traveled to reach their table.,1,62320_200810
- Patient Wait-time reduction targets for priority procedures identified by provinces are established by the end of 2006.,1,62623_200601
The Canadian Foreign Service is suffering from the neglect of successive governments.,2,62110_200810
* Reestablish funding for Status of Women Canada and for a Women’s Program that funds not-for-profit women’s groups that advocate women’s rights.,0,62110_200810
and funding a national response to the pine beetle infestation.,0,62320_200601
Marijuana prohibition is also prohibitively costly in other ways including criminalizing youth and fostering organized crime.,0,62110_200810
– not with Mr. Harper’s idle words or by taxing you and your family,2,62320_200810
Creating a new agency to promote fair elections and democratic processes among emerging democracies.,1,62320_200406
"A carbon tax will apply at the wholesale level, across the country, to the full range of fossil fuels including coal, propane, natural gas, oil and diesel – based on their level of carbon emissions.",0,62420_200810
Cancer: Radiation therapy to treat cancer within four weeks of the patient being ready to treat.,1,62420_200601
We will reverse the Conservative and Liberal governments’ refusal to sign the Declaration.,1,62320_200810
"While Canadians are familiar with the softwood dispute with the United States,",2,62420_200601
"Under Liberal governments, communities such as Windsor, whose four crossing points service 42% of Canada’s trade with the United States, are paid lip-service with no real action to get international truck traffic off city streets to improve the quality of life of residents.",0,62320_200601
"– An overall approach based on transparency and locally derived science, that makes the community, industry and DFO accountable for the maintenance of the resource.",0,62320_200601
and tax exemptions for repair and restoration costs.,2,62320_200810
"Provide aggressive incentives help ordinary families and those with low or fixed incomes become more energy-efficient, helping to both reduce rising energy costs and contribute to the fight against climate change.",0,62320_200810
Protect children in the arts with minimum standards and trust fund rules for income earned by child performers.,1,62320_200810
"Institute a National Junk Food Tax for non-essential, empty calorie foods and beverages",0,62110_200810
"All trucks sold in Canada will be subject to scale-based rebates for the purchase of efficient vehicles,",0,62110_200810
Canada must never ignore the importance of a healthy relationship with the United States.,0,62110_200810
"Overhauled and dramatically tightened financial controls in government,",0,62420_200406
"The Martin government responded to this clear need by committing $5 billion over five years for a pan-Canadian early learning and child care initiative founded on the QUAD principles – Quality, Universally inclusive, Accessible and Developmental.",1,62420_200601
"Canada recently demonstrated international leadership on global environmental issues by hosting the UN Conference on Climate Change, in Montreal.",1,62420_200601
A broader approach is needed.,1,62420_200406
"Once this increase is fully implemented, it will result in savings of more than $400 per year for eligible seniors receiving the full value of the credit.",1,62623_200810
We will ensure truth in sentencing and put an end to the Liberal revolving door justice system.,2,62623_200601
"– Working with provincial governments to ensure that aquaculture is developed in a responsible manner that protects adjacent waters and communities to the highest environmental standards, with an aim in particular of protecting wild salmon stocks.",0,62320_200601
– Specifying which cabinet records must be disclosed or not disclosed.,1,62320_200601
"A Liberal government will introduce a National Home Care Program, laying the foundations for full inclusion of appropriate home care services in our public health system.",1,62420_200406
This transformation entails everything from increased demands on health and other public services,1,62420_200601
"No Canadian should be satisfied with the failed policies of the Indian Act and the huge bureaucracy of DIAND, the enormous outlays of funding for lawyers and “experts,” in the interminable comprehensive claims policy.",2,62110_200810
The Conservative spending plan gives a true picture of the amount of money available for Canadians’ priorities.,2,62623_200406
"while ensuring the right fit of trucking in a more efficient, rail-based intermodal system.",0,62110_200810
– Fishing enterprises are family businesses and often have been so for generations.,0,62420_200601
and a start to the green tax shifting that will make the fiscal system more coherent.,2,62110_200810
Canada Command – A fundamental restructuring of our domestic military operations under a unified command that will make certain that Canada’s military has a single line of command to more quickly and efficiently act in time of crisis.,2,62420_200601
Canadians live in an immensely successful country.,2,62420_200601
We recognize that Canadians with disabilities are too often excluded from participating in the full life of their communities.,0,62420_200601
The use of a GLI could eliminate poverty and allow social services to concentrate on problems of mental health and addiction.,0,62110_200810
Improve exchange programs that allow Canadians from one part of the country to study and/or work in other regions.,0,62320_200810
"Looking forward, a Liberal government will put health care money for the provinces on a long-term predictable basis.",1,62420_200406
These funds must not be diverted to general revenue as was done by Liberal governments.,1,62320_200810
and target the sale of illegal weapons via the Internet.,1,62320_200810
Adopt a just transition strategy for good jobs and an energy-efficient economy.,0,62320_200601
"Jack Layton and the New Democrats will: Establish a Canada-wide prescription drug program, phasing in drug coverage for all citizens, beginning with catastrophic drug costs, in cooperation with the provinces and territories.",0,62320_200810
Establishing a national training strategy and support for lifelong learning for workers to address current and anticipated skills shortages.,0,62320_200406
Responding to Roy Romanow’s concerns about the potential effects of global and continental trade deals on Canada’s ability to keep health care public.,1,62320_200406
Jack Layton and Canada’s NDP will help seniors retire in dignity by: Supporting a mandatory federal retirement age of 65.,1,62320_200406
"The NDP’s Clean Air Act will undo the damage caused by Liberal neglect and set a firm target – by 2020, Canada’s greenhouse gas emissions will be 25% below what they were in 1990.",0,62320_200601
"For example, it will not be uncommon for Green candidates to begin speaking about health care, affordable housing, and education when asked about problems of crime.",1,62110_200810
Tackling climate change is both a moral obligation and an economic opportunity.,0,62420_200810
Provide support to help local energy co-ops form in provinces adopting ART+.,0,62110_200810
Regulatory measures that will establish “caps” on emissions by large industries,0,62420_200601
We have acted to control invasive species and provided funds to address the mountain pine beetle infestation in British Columbia.,0,62420_200601
"A Liberal government will renew the Action Plan in 2008, and will provide annual funding of $215 million going forward.",0,62420_200601
– The Liberal government has committed almost $700 million in initial funding to strengthen Canada’s public health system.,1,62420_200601
It’s time we put a tax on pollution.,0,62420_200810
"– $100 million of additional support for the Canadian Strategy for Cancer Control to further assist national information and knowledge transfer coordination efforts, and to ensure the sharing of best practices and leading edge techniques in the treatment of Canadians suffering from cancer;",1,62420_200601
Canada is a marvel and the envy of the world.,2,62420_200810
We will eliminate the current per voter annual subsidy for federal political parties.,0,62623_200406
Create a Secretary of State for Canada/US relations within the Department of Foreign Affairs.,0,62623_200406
as long as health care remains publicly funded and universally accessible.,1,62623_200601
The Liberals should be ashamed of themselves.,2,62623_200601
"Removing the GST from family essentials, starting with children’s clothing and medicine, school supplies, books, magazines, women’s hygiene products, and medical equipment.",1,62320_200406
and appropriate skills and trades training at the secondary and post- secondary levels.,1,62110_200810
"Providing increased support to family farms to help foster sustainable farming, in contrast to large factory farms and the inevitable challenges to clean water that result.",0,62320_200406
or to receive training for new kinds of work.,0,62420_200601
"instil a sense of responsibility in young offenders for their behaviour,",2,62623_200601
"Increased promotion of basic and applied research, especially in science and technology, is an essential component of Canada’s future economic well-being.",0,62623_200601
The Liberal Party’s 12 years in power have featured one scandal after another.,0,62623_200601
"2. We will replace the Conservatives’ regressive, small, poorly designed $1,000 employment credit with a $1,850 refundable employment credit targeted at those Canadians who earn less than $50,000 per year.",1,62420_200810
Benefits increase as prices go up on average.,0,62420_200406
A re-elected Conservative Government led by Stephen Harper will ensure that regional development meets the economic needs and aspirations of all Canada's regions.,0,62623_200810
"That is why the Liberal government created the Affordable Housing Initiative in 2001 to stimulate the construction of rental housing that would be within the means of low-income families, particularly in major urban centres.",1,62420_200601
