text,label,corpus_code
"the goal is to assist the afghan authorities in providing governance and security, as well as delivering basic services to citizens.",1,62420_200601
but more must be done.,2,62420_200406
"high-speed internet access is increasingly an essential gateway to economic opportunities, education and even the latest in health care.",0,62420_200601
implement a “literacy lens” across federal departments to make literacy a government-wide priority.,1,62320_200810
"a re-elected conservative government led by stephen harper will continue support for sport and amateur fitness in canada, at both the elite and recreational levels.",0,62623_200810
but more needs to be done.,1,62420_200601
"we have enormous opportunities in the oil sands, offshore oil and gas, hydro and nuclear.",0,62420_200601
a liberal government will continue to use every available means to pressure the us to abide by the letter and spirit of nafta and its dispute resolution procedure.,2,62420_200601
the 2004 building a national tourism strategy – a framework for federal/provincial/territorial collaboration outlined six key priorities for immediate action and collaboration.,0,62110_200810
that is why a liberal government will continue to strongly support canada’s culture through a range of programs and policies.,0,62420_200601
"to address these great opportunities and challenges, the paul martin government developed a northern strategy, the initial elements of which include:",1,62420_200601
"in areas ranging from human rights, to civil conflict, to the environment, the united nations and other international organizations are addressing matters that historically lay solely within the authority of the nation-state.",1,62420_200601
so far this reasoning is intuitive and not empirical.,2,62110_200810
the federal government will create a new home care fund totaling $2 billion over five years to encourage the needed reforms.,1,62420_200406
make big polluters pay.,0,62320_200810
it will allow canadians to save money for education or skills training – facilitating lifelong learning – whether for themselves or for their children.,2,62623_200406
"violence against women, as well, remains a crucial concern, as we are reminded every december 6th.",2,62320_200601
"working with forest communities, workers and businesses to develop value-added wood product industries to create jobs and reduce canada’s unsustainable reliance on exporting raw logs for development overseas.",1,62320_200406
a) fast tracking the establishment of “no-take” marine protected areas.,0,62110_200810
influence competitive advantage by ensuring that the macro-economic environment is growth-oriented.,0,62320_200810
"canadians need to know how long it currently takes to get a procedure like an mri, and how long it should take.",1,62420_200406
upgrading homes:,0,62320_200810
a consensus has developed among both environmentalists and economists that the best way to reduce greenhouse gas emissions is to put a price on carbon.,0,62420_200810
– reviewing and restructuring the crtc to avoid the mixed mandates and conflicts of interest that undermine the role of the commission in promoting and protecting canadian cultural industries.,0,62320_200601
we will implement an amnesty and buy-back program to collect existing handguns.,2,62420_200601
"at least 25 per cent of the crtc commissioners will be french-language speakers, appointed in consultation with quebec and groups representing linguistic minorities.",0,62623_200810
the funding for social housing needs to be dramatically increased.,1,62110_200810
"address the needs of urban first nations, métis and inuit citizens with special attention to the appropriate development and delivery of affordable housing, public health care, education, skills training, and economic opportunities.",0,62320_200810
"a decade ago, when the liberal government took office with jean chrétien as prime minister, the economic picture was very different.",2,62420_200406
"in the four years following deep cuts in corporate taxes, there is no evidence this has had a positive impact on productivity.",0,62320_200601
"c) provide credit and loan guarantees to non-profit housing organizations and cooperatives for the building and restoration of quality, energy-efficient housing for seniors, people with special needs, and low-income families;",1,62110_200810
"b.c. rivers will become over- heated preventing salmon spawning,",0,62110_200810
"the green shift, in year one, will increase the cost of home heating oil for that household by $50 per year or $4.20 per month.",0,62420_200810
"to help commercialize canada’s impressive research output, a liberal government will:",0,62420_200406
the time has come to remove this barrier.,0,62420_200601
this program would serve as a catalyst for an interprovincial program to cover all workers.,1,62320_200406
a re-elected government will: introduce amendments to the arctic waters pollution prevention act to extend our jurisdiction over polluting vessels to the edge of canada's 200 mile exclusive economic zone.,0,62623_200810
"core to a safe community is the avoidance of crime, and the development of a healthy community.",2,62320_200810
work with the provinces through the canada health council to monitor and report on waiting lists and explore ways of dealing with the problem.,0,62623_200406
the green party of canada applies “full cost accounting” to its understanding of economics.,0,62110_200810
it is the key to a good economy and prosperous society.,0,62110_200810
"among the many factors that make for an attractive investment environment, a competitive tax system, for both persons and businesses, is particularly important in light of the intense and growing global competition for talent and capital.",2,62420_200601
"make the parliamentary budget officer an independent officer of parliament to provide oversight and advice on the government’s spending and surpluses, help mps do a better job for ordinary canadians and bring greater accountability to ottawa.",0,62320_200810
"in 1988, canada was actually in the lead in hosting the first-ever international scientific conference on climate change, “our changing atmosphere: implications for global security.”",0,62110_200810
"nonetheless, it is hard for people to translate the abstract description of a personal tax cut – based on marginal rate reductions, etc. – into a meaningful picture of dollars saved on one’s year-end tax bill.",2,62420_200601
while protecting the seat counts of other provinces.,0,62623_200810
"o) minimizes the effects of climate change by encouraging farming methods that increase carbon sequestration and decrease water requirements, with financial rewards through domestic carbon trading;",0,62110_200810
"working with other nations to develop replacements, based on the principle of cohesive human security and organizations like the organisation for security and co-operation in europe (osce), to nato and norad to reflect all security challenges in a post-cold war world.",1,62320_200406
free software gives users the ability to work together enhancing and refining the programs they use.,1,62110_200810
debt interest payments were compounding unsustainably.,2,62420_200406
and help you balance your budget by putting a stop to consumer gouging.,1,62320_200810
"end the use and circulation of the canadian penny, increasing convenience for shoppers",1,62320_200810
"re-negotiate deals with the us and mexico whose principles are centred on fair trade and which remove offensive disciplines like national treatment, and undemocratic decision-making tribunals.",1,62110_200810
work to ensure the canadian coast guard has the appropriate tools to protect canadian sovereignty in the arctic.,0,62320_200810
"promoting biofuels, wind and other alternatives",0,62623_200810
putting more law enforcement officers on our streets.,2,62623_200406
and increase front-line personnel.,2,62623_200601
"a commitment to safe, tolerant communities in which racism, old world animosities and violence can have no part.",2,62420_200601
"as a major energy exporter to the us, canada should use that leverage to ensure fair treatment for all resource industries, particularly softwood lumber.",1,62320_200406
"paul martin and the liberals have: enacted the largest ever cuts to public health care, abandoned promises to reduce the patent length of prescription drugs and deleted a clause from the canada health act that protected vital home care services from privatization.",1,62320_200406
"without those requirements, the liberal tax cuts are nothing more than a windfall for big corporations and their executives.",2,62320_200601
we must demand better leadership in world affairs.,1,62623_200406
the challenge is presented by the huge increase in both the number and the sophistication of competitors.,2,62420_200601
– obligating lobbyists to file annually a declaration of their political work.,0,62320_200601
this would further concentrate the banking industry and reduce competition.,1,62110_200810
"the national cancer strategy will be supported by a new five-year investment of $300 million by the federal government and will have as key elements: – $125 million to support creation of the terry fox research institute in vancouver, a new centre of excellence for cancer research.",1,62420_200601
cases will be referred to a three-person independent expert panel.,0,62420_200406
the green party believes that canada must meet its commitment to allocate 0.7% of gdp to oda.,1,62110_200810
"in the last few years, quality of life, as measured in our ability to get ahead and enjoy more leisure time, has declined for 90 percent of canadians.",0,62110_200810
"in taking the lead on the montreal action plan, a liberal government will seek to strengthen the world’s resolve in addressing climate change,",1,62420_200601
"– $25 million to establish terry fox cancer research chairs at canadian universities to ensure that canada continues to attract and retain leading cancer researchers who can tap into leading-edge advances from around the world to enhance our understanding of cancer – its origins, diagnosis, treatment and eventually a cure.",1,62420_200601
"4. work with the provinces to develop long term strategies to better manage chronic diseases, such as diabetes, and lifelong medical disabilities and conditions, such as autism.",1,62320_200810
nuclear energy is inevitably linked to nuclear weapons proliferation.,1,62110_200810
"today, not a single drug approved for export is in production.",1,62320_200601
that’s the second track: “five in five”.,1,62420_200406
"amending the current immigration laws, which currently bar most immigrants that would have been admitted during the trudeau era.",0,62320_200406
"while some of these grants and contracts are undoubtedly worthwhile, the liberal party has too often used these funds for their own benefit, not for the benefit of canadians.",0,62623_200406
and strengthening criminal provisions against stalking.,2,62420_200406
"the quicker we introduce a price across the economy, the quicker the economy can adjust and start to reduce emissions,",0,62420_200810
they didn’t.,2,62320_200810
"at the un and elsewhere, canada under a liberal government will press proactively to make a real difference – for example:",1,62420_200601
those found guilty of making child pornography and of internet-luring can be designated as “long-term offenders”.,2,62420_200406
and permit unregulated production by smaller and family farms that sell to local markets;,0,62110_200810
– support for export market promotion of canada’s agri-food products through our new can-trade international strategy.,2,62420_200601
* seek to have the regulations governing the practices of immigration consultants toughened and enforced and increase penalties in the criminal code for those convicted of human smuggling.,2,62110_200810
we take this same pragmatic and level-headed approach to the tough issues of criminal justice.,2,62110_200810
establish substantial new point-of-sale rebates on the purchase of energystar appliances.,0,62320_200810
this will make the world a better and safer place for everyone.,1,62110_200810
develop initiatives and alternative delivery methods to increase enrollment and success in post-secondary education.,1,62420_200406
"the projection takes into account, for example, substantial explicit commitments to increase health and social transfers to provinces",0,62420_200406
"in 1995, paul martin slashed health care funding, ripping some $25 billion out of health care over the next four years.",1,62623_200406
"provide training for security guards and first responders such as police officers, ambulance attendants and firefighters.",0,62320_200601
"a re-elected conservative government led by stephen harper will make sure that canada secures its strategic resources,",2,62623_200810
these can be key building blocks in a renewed federal leadership in health promotion.,0,62110_200810
"otherwise, we will exhaust resources,",0,62110_200810
"because any parent should be able to choose to stay at home with young children, or equally, be supported through high-quality child care if they wish to remain in the workforce, we advocate a range of programmes.",1,62110_200810
canada needs to harness their talent and energy.,0,62420_200601
"* within the on-going forest accord process and in partnership with the provincial and territorial governments who have primary jurisdiction, shift all economic forests to eco-forestry practices, including certification by the forest stewardship council (fsc).",0,62110_200810
fewer employees work for one employer long enough to earn a pension.,1,62320_200601
it is important that the sentences fit the severity of the crimes.,2,62110_200810
"she wrote that government policies have been contributing to “the ominous signs of decay” eroding family, community and education.",2,62110_200810
"and promote the use of alternative, sustainable, clean sources of energy by implementing the ndp kyoto plan.",0,62320_200601
"beyond these specific initiatives designed for aboriginal canadians, many of the other priorities of a liberal government will bring benefits to aboriginal people as well, and in many cases were designed with their impact on aboriginal canadians in mind.",0,62420_200406
we will not allow special interests to prevent immigrants from contributing their best to canadian society.,0,62623_200406
so much for paul martin’s concern about the “democratic deficit.”,1,62320_200601
the march 2004 report of a bipartisan senate committee concluded canada was “unready” to respond to a terrorist attack.,2,62623_200601
"and we will address the non-standard employment relationships like part-time, contract, and temporary work and variable schedules.",1,62320_200810
"improve access to capital through innovative financing vehicles, including venture capital funds.",2,62420_200406
"eliminating paul martin’s head tax on immigrants, effectively regulating and enforcing tighter rules on private immigration consultants and their fees.",2,62320_200406
– working with farmers to ensure the right to save and reuse seed.,0,62320_200601
canada cannot afford to maintain a colonial system that seeks only to keep communities in dependency and denies more than a million people the opportunity to contribute to their own well-being and canada’s prosperity.,1,62320_200601
and fees for the purchase of inefficient vehicles.,0,62110_200810
"we will: restart a 10-year national housing program to build 200,000 affordable and co-op housing units(including homes for aboriginal people, seniors, people with disabilities and students), renovate 100,000 existing units, and provide rent supplements to 40,000 low-income tenants, many of whom are single mothers who pay a large percentage of their income in rent.",1,62320_200601
– including the growing trend of allowing provinces to enter into public/private health care partnerships,1,62320_200601
"canada needs to work closely with our military allies, within nato, and with the united nations to address these international security threats.",2,62623_200406
a conservative government will also revisit the equalization formula.,0,62623_200406
the registry will include mandatory dna sampling of all those convicted or currently in custody on such offences,2,62623_200810
"paul martin and the liberal government have long talked a good game on the environment, but delivered little.",2,62623_200406
this area has potential for significant job growth.,0,62320_200601
"however, even after the deficit was gone, the liberals kept the extra tax.",2,62623_200406
households where one partner is in a higher tax bracket than the other will end up paying less tax when they are allowed to income split on their tax return.,0,62110_200810
"canada’s agricultural producers have been facing a difficult combination of disease outbreaks, trade impediments, unusually poor growing conditions, rising input costs, and weak commodity prices.",0,62420_200601
"work with partners for peace and justice in israel and palestine, within a framework of respect for un resolutions and international law.",1,62320_200810
"and second, because the post-war baby boom is about to hit retirement age.",0,62420_200601
and asia – already a technological and export powerhouse – is poised to be the global growth leader for decades to come as china and india become economic juggernauts.,1,62420_200601
"fully phasing in over four years a tax shifting regime to transform incentive, subsidy and investment programs to focus upon green and co-generated energy, including wind power, solar energy, tidal power, biofuels, and energy efficiency as well as transitional technologies such as combined heat-and-power and community energy systems, rather than those that contribute to climate change such as fossil fuels or that produce toxic residue such as nuclear power.",0,62320_200406
"as is currently the case with farms and small businesses, this inter-generational transfer will not be subject to a maximum limit.",0,62420_200601
– work with communities and workers to foster the development of a viable and sustainable economic base.,0,62320_200601
canadians must demand better relationships with our friends and allies.,0,62623_200406
"continue to ensure that all new canadians have access to the “core” immigration system,",0,62320_200810
"we raised the ceiling on student loans, established grants to first-year students of modest means and created and funded a learning bond to help low-income families save for college or university.",1,62420_200406
"for those who enter the world of court-resolved divorce and child care disputes, years of unhappiness can follow.",0,62110_200810
"and improve opportunities in post-secondary education by negotiating with provinces and territories improved, dedicated funding to support and enrich publicly funded and administered post-secondary institutions.",0,62320_200810
"non-profit and co-operative homes for families and single individuals, including students.",1,62320_200810
a number of shortcomings have been identified in the existing program.,1,62420_200601
"– include, as a priority area in new labour market partnership agreements with provinces and territories, workplace-based skills development for persons with disabilities.",1,62420_200601
"too many canadian industries are under concerted attack from other governments, which is harming businesses, communities and workers that play by trade rules.",1,62320_200406
these initiatives will not only promote new jobs and skills development,0,62420_200601
"increased promotion of basic and applied research, especially in science and technology, is an essential component of canada’s future economic well-being.",0,62623_200601
the expiry of patents for a number of commonly prescribed drugs in the near future presents a great opportunity for government to step in and help provide far less expensive generic drugs.,1,62110_200810
a conservative government led by stephen harper will eliminate the gst portion of gas prices above 85 cents.,1,62623_200406
and ensure that canada retains its charter position on limiting property rights.,1,62110_200810
canada and the united states have the world’s largest trading relationship.,0,62623_200406
"and strengthen our immigration system to build strong communities that serve the needs of all canadians, not just the interests of a privileged few.",0,62623_200601
"the green party believes it is the right of every canadian to have affordable, safe and secure housing.",0,62110_200810
"lower taxes – the fiscal turnaround has yielded a big, ongoing dividend for canadians in the form of lower taxes.",2,62420_200406
"behind a mask of new, politically expedient rhetoric he has unveiled a climate change plan that has been rejected by every expert group that has reviewed it across the entire political spectrum.",0,62420_200810
"canada has the ideas and the financial freedom to enact them, and it’s time we elected mps who agree.",2,62320_200406
it is time for a genuine commitment to be made and fulfilled.,0,62320_200601
canadians live in an immensely successful country.,2,62420_200601
"legislative accomplishments – since taking office in december, 2003, the government has passed or introduced 36 bills in parliament, some highlights of which are summarized below. [highlights of the government’s legislative agenda (table)]",2,62420_200406
new support for small business – a new liberal government will continue to strengthen support for small business.,1,62420_200601
"national security – immediately upon taking office in december, 2003, prime minister martin created a new department of public safety and emergency preparedness, appointed a national security advisor to the prime minister and established a cabinet committee on security, public health and emergencies, as well as the new canada border services agency.",2,62420_200406
that’s a big part of what canada is about.,2,62420_200406
the panel would assess whether there has been a breach of the act and would recommend appropriate penalties to the federal minister of health for a final decision.,0,62420_200406
a conservative government led by stephen harper will: work with provinces to build on the 2003 health accord on health renewal.,1,62623_200406
"if the resolution is passed, the government will introduce legislation to restore the traditional definition of marriage",2,62623_200601
"in today's economy, ongoing training and lifelong learning are essential in helping canadians find jobs and advance in the workplace.",0,62320_200601
a re-elected conservative government led by stephen harper will replace the automatic release of prisoners after serving two-thirds of their sentence with earned parole for behaviour and rehabilitation in prison.,2,62623_200810
"* fully implement the recommendations of the 1996 report of the royal commission on aboriginal peoples, thereby embarking on true nation-to-nation negotiations on a full range of outstanding legal issues and land claims.",0,62110_200810
"canada, as a northern country with numerous coastal cities, is particularly vulnerable to the effects of climate change.",0,62420_200810
"increase access to employment insurance for women,",0,62320_200810
and supporting municipalities in legal battles with chemical corporations after attempting to limit pesticide use in their community.,0,62320_200406
"throwing more money to the provinces, as the federal government has been doing in the last two governments, is not achieving concrete results.",1,62110_200810
negotiate changes to nafta’s dispute resolution mechanisms so canadian interests are respected—including through the application of international law rather than us law in anti-dumping and subsidy disputes.,1,62320_200810
ending low-level nato flight-testing over innu lands.,1,62320_200406
ensure fairness in party nomination and leadership races.,1,62623_200406
the tourism sector in canada is unique in that it makes a significant contribution to every region’s cultural and economic well-being.,2,62110_200810
an easily accessible and integrated system for business development and growth must be made available in smaller cities and towns to create the business climate that will entice home-grown entrepreneurs to stay.,0,62110_200810
increase the power of individual members of parliament.,2,62623_200406
"in the last few years, despite rhetoric about “safety nets”, the federal government has refused to issue emergency orders to protect critical habitat on non-federal lands.",0,62110_200810
"since wind energy generates power 30% of the time, solar 20% of the time, and other renewables 30 – 50% of the time, the planned capacities from renewables need to be larger than capacities from firm power generation.",0,62110_200810
"a strong mandate from voters will help ensure that all those at the negotiating table understand that canadians want their elected representatives to sit down, talk it out and emerge with a fix for a generation.",2,62420_200406
"election laws in canada govern election campaigns, but leave parties almost unregulated in their internal leadership and candidate selection processes, despite the fact parties receive millions of dollars in subsidies from taxpayers.",2,62623_200406
"place a four-year minimum sentence on all weapon offences, such as “possession of a concealed weapon”.",2,62320_200601
"reduced taxes for more efficient company cars, instead of a blanket benefit.",0,62110_200810
the agreements identify principles and goals for early learning and child care;,1,62420_200601
invest more in fisheries science and research.,0,62623_200601
reviewing and reworking existing federal programs to improve small business access to venture capital.,1,62320_200406
"the table also shows that, while it is true that there will be an increased cost to fossil fuels due to the green shift over four years, these are far-outweighed by cost increases that have occurred due to market factors alone since 2006.",0,62420_200810
"and in july 2005, canada signed an important international protocol to the convention on cybercrime, which encourages greater cooperation to fight racism and hate-motivated crimes committed through the internet.",1,62420_200601
provided $500 million to promote africa’s development within an additional $1.4 billion over three years for international assistance (budget 2003).,1,62420_200406
a conservative government led by stephen harper will commit one percent of federal health funding to the funding of physical activity.,1,62623_200406
the benefit will be paid monthly and included as part of the child tax benefit.,1,62420_200810
"experts agree we need a pro-active plan to keep our country, our industries, and our workforce in a leading global position.",2,62320_200810
"three million canadians, about 8.4 % of the country's population, and one in eight children suffer from asthma and the numbers are increasing rapidly.",1,62110_200810
judicial appointments would be measured against public criteria.,0,62320_200601
most people are having a harder time providing for their families and paying for a decent place to live.,1,62110_200810
aboriginal employment levels to equal those of non-aboriginals.,0,62420_200406
"at the same time, our recent frustrations with softwood lumber and bse have shown how important it is for canada to develop other options as well.",2,62420_200601
"invest $100 million per year of new federal money on criminal justice priorities, including working with the provinces and municipalities to hire more police, as well as victim assistance and youth crime prevention programs.",2,62623_200601
"as high energy costs and turbulence in international financial markets have taken their toll on the world economy, canadians have become increasingly concerned about the rising cost of living and threats to our quality of life.",2,62623_200810
extending canada’s commitment to development assistance– the international community has united around the common objective of poverty reduction.,1,62420_200601
"in 1993, paul martin and the liberals promised the appointment of an independent ethics commissioner.",0,62623_200601
amend the youth criminal justice act to include deterrence and denunciation as mandatory sentencing principles to be considered.,2,62623_200601
"for example, the government: passed the world’s first legislation to make low-cost generic drugs available to combat infectious diseases (notably hiv/aids) in poor countries.",1,62420_200406
a liberal government will do more to stimulate assisted housing by providing a further $1 to $1.5 billion over the next five years to:,1,62420_200406
even the government’s annual national security policy review released in april 2005 identified 12 government priorities that have still not been improved or addressed.,2,62623_200601
"approximately a quarter of middle-aged canadians are providing informal, unpaid care to seniors.",0,62420_200601
recent history also demonstrates that policies must be consistently applied.,0,62110_200810
"yet the federal liberals have hurt the federalist cause in quebec, launched pointless attacks on provincial premiers, and cut a series of one-on-one deals with some provinces that have left everyone dissatisfied.",0,62623_200601
"plutonium, for example, has a half-life of 24,400 years while other harmful substances persist millions of years in our environment with no known safety treatment.",0,62110_200810
result in other (usually) white collar “clean” industries that follow the arts jobs and dollars,0,62110_200810
it is unfair to force cash-strapped municipalities to pay money received from property taxes to a federal government that has a surplus and for gas taxes to be hoarded by ottawa.,0,62320_200406
"over the last decade, the liberals were off their budgetary estimates by a staggering $80 billion, denying canadians a debate about clear choices and investing in our priorities.",2,62320_200406
"with the threat of international terrorism, and with criminals and terrorists able to operate across borders with the click of a mouse, canadians realize we may pay a high price for our lack of security and preparedness both at home and abroad.",2,62623_200406
"we need an ambitious plan to clean our air and water and protect the environment and human health from toxic chemicals, transforming canada into a sustainable, clean economy for the 21st century.",0,62320_200406
the dedication of a portion of gas tax revenue to support major infrastructure will be in addition to the government’s existing infrastructure programs – the canada strategic infrastructure fund; municipal rural infrastructure fund; and the green municipal funds.,0,62420_200406
"middle-income canadians have been hit hard by a decade of economic neglect, and have seen only slight reductions in income taxes.",2,62623_200406
"we, at the green party, realize that it is difficult for a single country to disarm unilaterally under the threat of another arming state, and that disarmament can be best achieved multilaterally, in harmony and communion universally, and at a global level, notably through the un.",1,62110_200810
"enact import controls on bulk ephedrine and pseudoephedrine,",2,62320_200601
accelerate the sea bed survey work which supports canada’s claim to an extended continental shelf in the arctic ocean so it is complete in time for submission to the united nations in 2013.,0,62320_200810
"members would, however, be permitted to leave their parties and sit as independents without triggering a by-election.",1,62320_200601
and expand our terrestrial and marine park systems.,0,62110_200810
we will also introduce a cmhc-backed mortgage insurance program for private-sector reverse mortgages.,1,62420_200601
"with the u.s. our largest trading partner, how can we maintain a healthy economy without surrendering our sovereignty and becoming subsumed into the u.s. orbit, as contemplated by the so-called security and prosperity partnership?",0,62110_200810
"but today, new challenges are emerging as seniors live longer, healthier and more vigorous lives.",0,62420_200601
"our immigration policies must be revamped to ensure we stay true to our identity as a just, fair and open country,",2,62110_200810
"and (c) include commitments to ramp up solar energy, electric vehicles and other low carbon technologies (see global, below).",0,62110_200810
"but as the numbers increase we also must be more active in identifying immigrants who meet canada’s evolving workforce needs – needs that are determined in consultation with provinces, communities and those in labour and business.",0,62420_200601
an unfortunate and regrettable supreme court ruling has upped the stakes on this issue dramatically.,1,62320_200601
the leave will be available to those qualifying for ei benefits.,1,62420_200601
and will enshrine our principles of federalism in a new charter of open federalism.,0,62623_200810
green mps would also urge canada to purchase such opiate drugs and distribute them as part of our health and poverty related oda programs.,1,62110_200810
* move to extend medically required and preventative dental care to the current list of treatments covered by medicare.,1,62110_200810
and ensure that canada does not become a haven for water-wasting industrial technologies.,0,62110_200810
minorities and disadvantaged people.,0,62110_200810
* work with provinces to ensure that all livestock waste is recycled safely,0,62110_200810
"provide dignity for seniors, by investing in long-term care.",1,62320_200601
setting a goal of zero waste will provide direction and inspiration.,0,62110_200810
"– provide financial incentives for purchasers of alternative-fuel vehicles,",2,62320_200601
"require that all government departments and agencies incorporate a “triple bottom line” (social, economic and environmental cost/benefit) analysis in purchasing goods and services and assessing their operations and programs.",1,62110_200810
there is no silver bullet to eradicate poverty.,0,62110_200810
"in this emerging world of giants, canada’s economic partnership in north america is of fundamental importance.",2,62420_200601
a conservative government will: push ahead with implementing the september 2004 federal-provincial health accord.,1,62623_200601
"at the same time, northern communities are facing tremendous challenges with respect to infrastructure, housing, skills development, preservation of aboriginal languages and culture, and the environment.",0,62420_200601
but there are two new forces at work that are of tremendous consequence for canada’s future.,2,62420_200601
the government of the day implemented all of these cuts.,0,62110_200810
end abuses in the appointment of other public officials by:,0,62320_200601
"all new federally owned buildings must meet leed gold, leased buildings leed silver.",0,62110_200810
"that is why the liberal government created the affordable housing initiative in 2001 to stimulate the construction of rental housing that would be within the means of low-income families, particularly in major urban centres.",1,62420_200601
the green party government will also restore and improve our development efforts within cida.,1,62110_200810
"the goals: – double the number of aboriginal health professionals in 10 years from the present level of 150 physicians and 1, 200 nurses;",1,62420_200601
"enact legislation to ensure that full, just, and timely compensation will be paid to all persons who are deprived of personal or private property as a result of any federal government initiative, policy, process, regulation, or legislation.",2,62623_200601
but we benefit from this source of economic strength and social enrichment only to the extent that we provide the support that immigrants need to become full participants in canadian society,0,62320_200601
"this will start with 10% in 2012, 25% in 2020, 50% in 2023 and 85% in 2040.",0,62110_200810
"based on a detailed analysis performed for the vancouver-based planned lifetime advocacy network, it is estimated that an rdsp, with an annual contribution limit of $4, 000, could eventually attract approximately $230 million of yearly contributions on behalf of roughly 400, 000 canadians with disabilities who are both financially dependent and eligible to receive the disability tax credit.",0,62420_200601
"canadians expect and deserve a health care system that ensures timely access to health services for all canadians, regardless of their ability to pay.",1,62623_200406
"research and development is a proven key to future economic growth, yet canada continues to have one of the lowest rates of r&d spending in the g7.",0,62623_200406
the “pay to play” years in liberal ottawa must come to an end.,0,62623_200601
this translates to economic growth and more jobs.,0,62420_200406
"and that the debt burden continues to become lighter, further securing canada’s future.",2,62420_200601
long distance coaches.,2,62110_200810
"both of these mechanisms within kyoto have the advantage of assisting other countries, particularly in the developing world, in re-orienting their economies and energy systems to a low-carbon future.",1,62110_200810
"canadians know we are fortunate to live in the most beautiful country in the world, a country with the world’s largest fresh water supply and abundant natural resources and wildlife species.",2,62623_200406
"meanwhile, we have forged ahead on a number of fronts where the need for action is already clear.",1,62420_200406
the coming years will see new threats to fisheries from ocean changes caused by climate change.,0,62110_200810
"significant, broad-based income tax rate reductions: by the fourth year of our plan we will have completed a large personal income tax reduction program.",0,62420_200810
"and that all restricted firearms, including handguns, are registered.",2,62623_200810
supporting canada’s continued involvement in multilateral organizations such as la francophonie and the commonwealth.,1,62320_200406
"an independent complaints and oversight commission would serve as the central body receiving all complaints against the rcmp, regardless of the source.",0,62110_200810
this green shift is at the heart of the liberal plan to fight climate change and improve canada’s environment and economy.,0,62420_200810
globally our wealth of species is being lost at an astounding rate.,0,62110_200810
and for technology development and transfer;,0,62420_200601
"the gis provides additional money, on top of old age security, to low-income seniors living in canada.",1,62420_200810
"canadian culture reveals the uniqueness and richness of our society – its linguistic duality, aboriginal traditions and diverse population.",2,62420_200601
we will make importers responsible for costs of inspecting and ensuring the safety of their products.,1,62320_200810
like the softwood lumber dispute and the extended closure of the border to canadian cattle.,0,62420_200406
it will ensure that refugee claimants who arrive in canada without proper documentation do not put canadian security at risk.,2,62623_200406
it is shameful that canada ranked nearly last amongst organization for economic cooperation and development (oecd) countries in our generation of pollution and nuclear and hazardous wastes.,0,62110_200810
"work to reduce the use of pesticides, growth hormones, antibiotics and other chemical and pharmaceutical agents in agriculture",0,62110_200810
the green party of canada supports family farmers as environmental stewards and as efficient producers of nutritious food.,0,62110_200810
"it is an economic, social and global security issue.",0,62110_200810
"to begin with, these investments respond to the reality of modern life: that both parents want to, and often need to participate more fully in the paid labour force while knowing that their children are thriving in a caring, stimulating environment.",1,62420_200406
"over the last 20 years, ndp provincial and territorial governments are less likely to have run deficits than governments of any other party.",2,62320_200406
enacting a once-in-a-lifetime provision to enable canadian citizens and permanent residents to sponsor one relative to help reunite families and investigating how to amend current immigration laws and practices to make family reunification real.,0,62320_200406
canada is an increasingly urban nation.,0,62320_200406
"security and reconstruction in afghanistan – putting this integrated approach into action, the martin government sent a “provincial reconstruction team”to kandahar in august 2005.",2,62420_200601
they are the countries where the gap between rich and poor is small and the standard of living is high.,1,62110_200810
"under the free software business model, vendors may charge a fee for distribution and offer paid support and customization services.",1,62110_200810
"– expand the skills of aboriginal people and their governments to manage their land, infrastructure and financing.",0,62420_200601
"to support communities, we need to invest in critical infrastructure of transport and water works to modernize and reduce energy demand.",0,62110_200810
it will not be possible to implement the tobin tax effectively without every nation participating.,1,62110_200810
"that action, of blocking out our proudest history as we face the brave new world of “fortress america” was more than merely ironic.",0,62110_200810
canada will support the extension of kyoto to cover international aviation and shipping.,0,62110_200810
"although it is a slow and long-term process, diplomatic efforts must be increased to improve domestic governance mechanisms and democratic institutions.",1,62110_200810
"it’s time for government to recognize our diversity and lead through negotiation and commitment, not arbitrary measures that undermine our capacity to build together.",0,62320_200406
"under the canadian debt initiative, canada has written off the debts of five of the world’s poorest countries and we have stopped collecting on the debts of nine other impoverished states.",1,62420_200406
affordable housing.,1,62320_200810
"a liberal government will join forces with the provinces, territories and industry to support the development of canada’s energy resources.",0,62420_200601
"the places we call home and the faces we see in our communities are evolving, and canada must evolve to reflect our new urban and diverse realities.",2,62320_200406
"in addition to the green rural credit, for those canadians who live in canada’s north, we will immediately boost the northern residents deduction (nrd) to a new maximum of $7,000 per year from just over $6,000 and index it going forward.",1,62420_200810
"d) strengthening the role of the prairie farm rehabilitation administration (pfra) and extending the scope of its work, such as arresting soil erosion, to all of canada.",0,62110_200810
"negotiate a new infrastructure agreement with the provinces to provide a stable, permanent highways and border infrastructure fund.",0,62623_200601
"the auditor general must be given the resources and authority to examine and propose changes to the entire range of government grants, contributions, advertising, and consulting contracts in all government departments and crown corporations and foundations.",2,62623_200406
hold the federal and provincial governments accountable for health accord promises.,0,62623_200406
we are able to think in terms of gdp and quantifiable economics-- which can demonstrate that arts and culture not only makes an enormous contribution to the economic activity of this country -,0,62110_200810
"the liberal government has also made significant on-going investments in cancer research, and recently provided funding of $60million for the canadian strategy for cancer control.",1,62420_200601
all federal staff will be given a cycling allowance equal to the vehicle allowance.,0,62110_200810
